Unnamed: 0,file,emotion,speaker,duration_adjusted
651,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F041.wav,neu,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F041.wav
652,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F042.wav,hap,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F042.wav
653,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F043.wav,hap,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F043.wav
654,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F044.wav,hap,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F044.wav
655,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F045.wav,hap,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F045.wav
656,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F046.wav,sad,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F046.wav
657,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F047.wav,neu,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F047.wav
658,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M000.wav,hap,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M000.wav
659,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M001.wav,hap,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M001.wav
660,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M002.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M002.wav
664,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M006.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M006.wav
674,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M016.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M016.wav
675,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M017.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M017.wav
677,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M019.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M019.wav
679,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M021.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M021.wav
680,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M022.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M022.wav
681,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M023.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M023.wav
682,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M024.wav,hap,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M024.wav
684,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M026.wav,hap,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M026.wav
691,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M033.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M033.wav
695,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M037.wav,sad,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M037.wav
696,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M038.wav,sad,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M038.wav
698,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M040.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M040.wav
700,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M042.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M042.wav
701,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M043.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M043.wav
702,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M044.wav,hap,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M044.wav
704,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M046.wav,hap,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M046.wav
705,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M047.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M047.wav
706,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M048.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M048.wav
707,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M049.wav,hap,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M049.wav
713,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F005.wav,hap,1_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F005.wav
714,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F006.wav,hap,1_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F006.wav
715,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F007.wav,hap,1_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F007.wav
718,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F010.wav,hap,1_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F010.wav
719,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F011.wav,hap,1_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F011.wav
720,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F012.wav,hap,1_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F012.wav
728,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F020.wav,hap,1_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F020.wav
729,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F021.wav,hap,1_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F021.wav
730,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F022.wav,hap,1_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F022.wav
732,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F024.wav,hap,1_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F024.wav
737,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F029.wav,hap,1_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F029.wav
738,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F030.wav,hap,1_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F030.wav
745,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M005.wav,hap,1_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M005.wav
747,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M007.wav,hap,1_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M007.wav
748,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M008.wav,hap,1_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M008.wav
749,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M009.wav,hap,1_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M009.wav
750,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M010.wav,hap,1_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M010.wav
753,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M013.wav,hap,1_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M013.wav
758,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M018.wav,hap,1_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M018.wav
761,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M021.wav,hap,1_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M021.wav
764,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M024.wav,hap,1_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M024.wav
765,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M025.wav,hap,1_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M025.wav
766,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M026.wav,hap,1_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M026.wav
774,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M034.wav,hap,1_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M034.wav
776,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M036.wav,hap,1_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M036.wav
777,Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M037.wav,hap,1_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M037.wav
779,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F000.wav,hap,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F000.wav
780,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F001.wav,hap,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F001.wav
781,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F002.wav,hap,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F002.wav
783,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F004.wav,neu,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F004.wav
784,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F005.wav,neu,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F005.wav
792,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F013.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F013.wav
793,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F014.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F014.wav
794,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F015.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F015.wav
795,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F016.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F016.wav
796,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F017.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F017.wav
797,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F018.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F018.wav
800,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F021.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F021.wav
801,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F022.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F022.wav
802,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F023.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F023.wav
803,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F024.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F024.wav
804,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F025.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F025.wav
805,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F026.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F026.wav
806,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F027.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F027.wav
807,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F028.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F028.wav
808,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F029.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F029.wav
809,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F030.wav,neu,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F030.wav
810,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F031.wav,neu,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F031.wav
811,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F032.wav,neu,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F032.wav
813,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F034.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F034.wav
814,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F035.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F035.wav
815,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F036.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F036.wav
816,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F037.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F037.wav
817,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F038.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F038.wav
818,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F039.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F039.wav
819,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F040.wav,ang,2_F,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F040.wav
821,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M001.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M001.wav
822,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M002.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M002.wav
824,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M004.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M004.wav
827,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M007.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M007.wav
830,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M010.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M010.wav
831,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M011.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M011.wav
834,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M014.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M014.wav
836,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M016.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M016.wav
838,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M018.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M018.wav
839,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M019.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M019.wav
840,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M020.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M020.wav
841,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M021.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M021.wav
842,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M022.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M022.wav
843,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M023.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M023.wav
844,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M024.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M024.wav
845,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M025.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M025.wav
846,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M026.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M026.wav
847,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M027.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M027.wav
849,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M029.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M029.wav
850,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M030.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M030.wav
851,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M031.wav,neu,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M031.wav
852,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M032.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M032.wav
853,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M033.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M033.wav
854,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M034.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M034.wav
855,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M035.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M035.wav
856,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M036.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M036.wav
857,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M037.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M037.wav
858,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M038.wav,ang,2_M,D:/openac/Final Project/Datasets/IEMOCAP_norm_and_fixedduration/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M038.wav
